TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,TransactionType,Channel,CustomerOccupation,Cluster
315.39,23,93,929.6,Credit,Branch,Student,3
434.17,21,148,5335.44,Debit,ATM,Student,2
165.91,26,84,587.1199999999999,Debit,ATM,Student,2
211.36,47,194,4760.34,Debit,Branch,Engineer,0
241.45,26,158,1594.04,Debit,Online,Student,1
23.24,68,129,13777.79,Debit,Branch,Doctor,0
70.88,74,176,1794.65,Credit,Branch,Retired,3
314.52,80,229,7071.32,Debit,ATM,Retired,2
181.81,78,122,7525.7300000000005,Credit,Online,Retired,4
854.64,56,118,2989.25,Debit,Branch,Retired,0
261.19,64,52,7620.6,Debit,ATM,Retired,2
220.68,71,217,5549.2,Credit,Online,Retired,4
11.86,31,129,6782.61,Debit,Branch,Engineer,0
122.65,28,41,1968.51,Debit,Online,Student,1
395.16,56,17,5340.73,Debit,Online,Retired,1
704.69,51,150,3267.84,Debit,Online,Retired,1
369.89,69,69,6941.47,Debit,ATM,Retired,2
10.92,67,268,7567.2,Debit,ATM,Retired,2
199.14,31,36,7001.25,Debit,Branch,Engineer,0
109.43,70,140,1983.65,Debit,ATM,Retired,2
304.15,20,40,686.9099999999999,Debit,Branch,Student,0
620.54,28,98,213.36,Credit,Branch,Student,3
757.79,22,117,1443.02,Debit,Online,Student,1
122.80999999999999,52,12,8450.84,Debit,Branch,Doctor,0
96.25,61,171,7996.699999999999,Debit,Online,Retired,1
142.55,67,97,1262.68,Debit,Online,Doctor,1
35.94,23,141,1697.28,Credit,Branch,Student,3
24.86,58,292,2591.65,Debit,Branch,Engineer,0
103.08,60,109,12002.16,Debit,Online,Doctor,1
116.27,57,94,8726.92,Debit,Online,Engineer,1
363.84,73,118,5415.64,Debit,Online,Retired,1
34.74,59,72,3736.57,Credit,Online,Retired,4
64.01,19,240,1225.69,Credit,Branch,Student,3
108.75,50,22,14829.85,Debit,ATM,Doctor,2
50.9,28,150,1277.7,Credit,Online,Student,4
206.84,20,154,454.66,Debit,Branch,Student,0
37.4,20,84,1519.51,Debit,ATM,Student,2
154.21,46,75,8045.77,Debit,Online,Engineer,1
199.37,24,79,1331.3,Debit,Online,Student,1
410.49,25,134,1843.57,Credit,Branch,Student,3
18.23,56,28,8422.2,Debit,ATM,Engineer,2
398.7,47,276,7987.740000000001,Debit,ATM,Doctor,2
122.14,22,155,327.68,Debit,Online,Student,1
378.2,40,167,7372.81,Debit,Branch,Engineer,0
124.73999999999998,49,33,2987.97,Debit,ATM,Engineer,2
17.1,53,101,1619.54,Debit,ATM,Retired,2
287.05,22,212,1204.65,Debit,ATM,Student,2
874.72,28,173,4630.58,Debit,Online,Engineer,1
40.12,36,269,14304.38,Credit,ATM,Doctor,5
125.0,49,177,3215.76,Credit,Online,Engineer,4
348.44,24,147,1022.94,Debit,Online,Student,1
128.4,69,30,2610.64,Debit,ATM,Retired,2
320.93,55,178,9451.66,Debit,Online,Engineer,1
1.41,53,278,1244.17,Debit,ATM,Retired,2
50.52,54,293,12815.24,Debit,Branch,Doctor,0
383.95,31,143,9933.56,Credit,Online,Engineer,4
12.94,23,158,921.23,Debit,Branch,Student,0
329.75,56,211,6009.43,Debit,Online,Retired,1
40.79,18,80,1769.33,Debit,ATM,Student,2
99.25,63,93,2570.34,Credit,Online,Retired,4
150.6,69,59,3240.14,Debit,ATM,Retired,2
29.499999999999996,73,129,1229.32,Debit,Online,Retired,1
54.34,65,45,8019.890000000001,Debit,ATM,Doctor,2
18.25,53,18,14328.29,Debit,ATM,Doctor,2
633.87,27,175,330.16,Debit,Online,Student,1
81.15,19,114,1595.26,Debit,ATM,Student,2
83.95,75,170,7413.18,Debit,Online,Retired,1
410.4,61,78,2563.91,Credit,ATM,Retired,5
172.68,33,17,10724.95,Debit,ATM,Doctor,2
139.88,34,162,2969.71,Debit,ATM,Engineer,2
165.55,28,115,761.7799999999999,Debit,Branch,Student,0
53.79,54,137,6229.36,Credit,ATM,Engineer,5
285.69,63,35,2552.54,Debit,ATM,Retired,2
532.4,22,149,1033.73,Debit,ATM,Student,2
293.85,25,144,1919.97,Debit,Online,Student,1
27.94,79,120,1893.4399999999998,Debit,Branch,Retired,0
270.36,25,37,1783.04,Debit,ATM,Student,2
112.66,29,176,852.98,Debit,Online,Engineer,1
506.03,21,21,1123.89,Debit,Branch,Student,0
206.95,22,30,1817.65,Debit,Branch,Student,0
350.96,63,167,5463.94,Debit,ATM,Retired,2
261.63,20,150,477.03,Debit,Branch,Student,0
46.12,59,30,8874.01,Debit,Branch,Doctor,0
27.25,63,91,5365.2,Credit,Branch,Retired,3
331.66,76,145,7216.3,Debit,ATM,Retired,2
667.95,62,253,13558.56,Credit,ATM,Doctor,5
49.84,49,146,7872.04,Debit,ATM,Doctor,2
556.04,72,26,5200.04,Debit,ATM,Retired,2
88.06,18,288,1779.85,Credit,Online,Student,4
745.95,58,127,13264.14,Debit,ATM,Doctor,2
67.25,19,157,467.4,Debit,Online,Student,1
93.63,29,141,9873.62,Debit,ATM,Engineer,2
74.11,22,49,1257.9,Debit,Branch,Student,0
41.13,77,58,6067.54,Credit,Branch,Retired,3
192.02,79,154,5169.07,Credit,Online,Retired,4
291.27,77,121,6878.86,Debit,Branch,Retired,0
296.46,23,136,558.99,Debit,Branch,Student,0
341.84,27,89,1400.04,Credit,Branch,Student,3
98.41,27,48,912.7099999999999,Debit,Online,Student,1
109.28,36,112,6338.35,Debit,Online,Engineer,1
27.51,40,103,13645.63,Credit,Online,Doctor,4
12.18,76,77,4909.24,Debit,Branch,Retired,0
207.71,25,63,570.0999999999999,Credit,Online,Student,4
25.77,45,277,11749.77,Credit,Online,Doctor,4
127.57,52,75,6118.2,Debit,ATM,Retired,2
392.05,60,172,4383.69,Debit,ATM,Engineer,2
521.01,41,73,4004.55,Credit,Branch,Engineer,3
849.76,25,269,373.88,Debit,ATM,Student,2
172.5,68,30,6851.16,Debit,Online,Doctor,1
265.44,30,169,9700.77,Debit,ATM,Engineer,2
152.34,55,115,6853.51,Debit,Branch,Doctor,0
21.13,28,153,948.7,Debit,Branch,Student,0
111.55,46,101,12221.17,Debit,ATM,Doctor,2
321.82,32,43,6500.5,Credit,Branch,Engineer,3
148.77,67,175,2138.42,Debit,Branch,Retired,0
14.08,57,154,3908.6499999999996,Debit,Branch,Retired,0
566.33,24,66,379.82,Credit,ATM,Student,5
206.51,51,275,3921.74,Debit,ATM,Retired,2
180.94,75,57,7659.990000000001,Debit,Branch,Retired,0
77.9,21,128,664.7199999999999,Debit,Branch,Student,0
318.92,21,60,1167.25,Credit,Branch,Student,3
583.3,59,142,5896.01,Credit,Online,Engineer,4
100.68,63,139,1123.75,Debit,Online,Retired,1
589.64,62,210,2039.4,Debit,Online,Retired,1
225.93000000000004,25,199,1864.27,Credit,Branch,Student,3
651.55,72,82,2325.78,Debit,Online,Retired,1
80.97,38,157,5926.31,Debit,Online,Doctor,1
191.89,25,14,399.57,Debit,Branch,Student,0
304.75,78,125,1916.34,Credit,Branch,Retired,3
201.53,68,287,2732.86,Debit,Online,Retired,1
8.45,22,141,1115.3,Debit,ATM,Student,2
435.98,30,105,7334.08,Debit,Branch,Engineer,0
743.24,19,109,1024.19,Credit,Online,Student,4
16.27,57,44,10971.32,Debit,ATM,Doctor,2
290.86,45,36,14631.88,Debit,Online,Doctor,1
85.73,41,266,14928.35,Debit,ATM,Doctor,2
555.71,22,73,830.3699999999999,Credit,Branch,Student,3
40.03,23,200,6408.8,Debit,Branch,Student,0
73.01,25,61,1997.3299999999997,Credit,Online,Student,4
346.12,44,12,13084.27,Debit,Branch,Doctor,0
1.93,47,175,5684.09,Debit,Branch,Doctor,0
252.92999999999998,75,222,2760.37,Debit,ATM,Retired,2
238.54,19,12,868.9099999999999,Debit,ATM,Student,2
58.7,67,141,8937.35,Debit,Branch,Doctor,0
7.56,40,145,8528.72,Debit,ATM,Doctor,2
540.4,45,272,425.77,Debit,Branch,Doctor,0
264.14,64,125,8459.26,Debit,ATM,Doctor,2
248.14999999999998,75,202,2649.23,Debit,ATM,Retired,2
24.34,54,110,6659.12,Debit,Branch,Engineer,0
428.61,66,61,11937.04,Debit,ATM,Doctor,2
117.66,39,126,6794.17,Credit,Branch,Doctor,3
165.8,60,287,2064.76,Debit,Online,Engineer,1
289.18,65,64,3139.75,Debit,ATM,Retired,2
125.38999999999999,21,140,202.69,Debit,ATM,Student,2
305.18,58,215,4474.2,Debit,Online,Retired,1
506.90000000000003,64,56,11471.87,Credit,Branch,Doctor,3
504.12,25,101,1107.28,Credit,Branch,Student,3
42.09,29,118,5526.28,Debit,Branch,Engineer,0
607.28,32,84,9679.68,Debit,ATM,Doctor,2
91.9,77,125,1033.94,Debit,Online,Retired,1
303.43,22,30,1833.24,Debit,Branch,Student,0
668.78,20,141,983.6799999999998,Debit,ATM,Student,2
270.54,20,139,269.78,Credit,ATM,Student,5
247.93,37,79,9801.48,Debit,Branch,Engineer,0
34.67,19,71,888.6,Debit,Online,Student,1
326.03,18,137,290.24,Credit,Online,Student,4
148.26,25,57,958.7,Debit,ATM,Student,2
373.99,60,140,8590.5,Debit,ATM,Doctor,2
254.34000000000003,49,79,5461.08,Debit,Online,Engineer,1
819.48,25,26,1804.5,Debit,ATM,Student,2
14.0,49,173,7975.179999999999,Debit,ATM,Engineer,2
57.16,40,74,222.22,Debit,ATM,Engineer,2
282.26,37,278,6857.2,Debit,Online,Engineer,1
46.96,46,12,2028.92,Debit,Online,Engineer,1
473.20000000000005,34,173,248.52,Debit,Online,Doctor,1
192.97,59,140,3019.04,Debit,ATM,Retired,2
168.99,18,203,1523.57,Debit,ATM,Student,2
1.82,80,60,5571.39,Debit,Online,Retired,1
40.9,55,37,1514.34,Debit,ATM,Doctor,2
78.91,61,157,1817.43,Debit,Online,Doctor,1
169.97,22,12,6269.12,Credit,ATM,Student,5
17.79,61,162,2281.9,Debit,Branch,Retired,0
486.60999999999996,48,130,2006.69,Credit,ATM,Engineer,5
148.13,58,56,2189.38,Debit,Branch,Retired,0
164.52,61,162,11036.74,Debit,ATM,Doctor,2
720.89,27,120,447.06,Debit,ATM,Student,2
268.7,53,63,2104.74,Debit,ATM,Retired,2
637.34,51,278,5183.5,Debit,ATM,Retired,2
216.76,47,138,643.6399999999999,Credit,Online,Engineer,4
418.02,46,110,11011.86,Debit,ATM,Doctor,2
292.03,46,154,951.3300000000002,Credit,ATM,Engineer,5
251.4,57,178,2561.67,Debit,ATM,Retired,2
184.56,21,93,1549.27,Debit,Online,Student,1
33.76,26,227,3253.51,Debit,Online,Engineer,1
253.46000000000004,45,60,1338.95,Debit,ATM,Engineer,2
138.68,22,44,206.2,Credit,Branch,Student,3
42.56,18,146,4361.44,Debit,Online,Student,1
680.76,21,165,572.97,Debit,Branch,Student,0
53.83,70,131,4580.59,Debit,Branch,Retired,0
11.09,51,95,2990.05,Debit,Branch,Engineer,0
37.81,63,195,5208.98,Debit,Branch,Retired,0
449.18,67,50,1025.99,Debit,Online,Retired,1
297.6,39,162,1461.17,Debit,Online,Doctor,1
683.75,32,106,6333.72,Debit,Branch,Doctor,0
21.4,48,129,8551.6,Credit,Online,Engineer,4
315.94,78,93,4273.99,Debit,ATM,Retired,2
331.32,61,137,13054.54,Debit,Branch,Doctor,0
223.76,74,110,4102.23,Credit,Branch,Retired,3
216.03,42,300,10462.77,Debit,ATM,Doctor,2
17.42,74,150,6851.31,Debit,ATM,Retired,2
491.91,78,155,2421.94,Debit,Online,Retired,1
350.11,74,178,4639.04,Credit,Online,Retired,4
218.07,23,243,443.62,Debit,Branch,Student,0
291.09,48,73,6312.79,Debit,Branch,Engineer,0
422.14,26,109,1436.32,Credit,Branch,Student,3
613.21,61,157,3279.12,Debit,ATM,Retired,2
73.83,69,69,6020.29,Debit,Online,Doctor,1
67.33,59,36,5925.98,Debit,Online,Engineer,1
26.92,62,43,1674.94,Debit,ATM,Retired,2
18.3,48,155,3733.5200000000004,Debit,Online,Engineer,1
317.94,54,123,2996.51,Debit,ATM,Engineer,2
179.38,40,173,11666.18,Debit,Online,Doctor,1
13.92,37,209,2735.84,Debit,ATM,Engineer,2
365.43,25,176,1073.51,Debit,ATM,Student,2
263.59,71,16,6996.35,Debit,Branch,Retired,0
54.8,34,140,4943.49,Debit,Branch,Engineer,0
141.49,24,75,1665.58,Debit,Online,Student,1
31.39,20,15,998.4900000000001,Debit,ATM,Student,2
93.82,39,176,8422.06,Debit,Online,Engineer,1
5.71,21,106,1285.42,Debit,Branch,Student,0
178.39,34,98,8469.43,Debit,Online,Engineer,1
126.91,22,42,692.6899999999999,Debit,ATM,Student,2
36.09,53,167,12319.26,Debit,Branch,Doctor,0
91.77,51,174,9240.73,Debit,Branch,Doctor,0
198.92,36,100,2854.66,Debit,Online,Engineer,1
137.81,58,44,2631.47,Debit,Branch,Engineer,0
136.88,24,71,7465.950000000001,Credit,Branch,Student,3
133.07,21,155,1670.99,Debit,Branch,Student,0
1.14,43,137,13913.92,Debit,Branch,Doctor,0
256.34,69,99,7471.630000000001,Debit,Branch,Retired,0
56.11,36,109,11123.65,Debit,Branch,Doctor,0
118.09999999999998,50,50,7976.6,Debit,ATM,Engineer,2
137.86,66,120,8046.939999999999,Credit,Online,Doctor,4
813.78,54,55,14935.500000000002,Credit,ATM,Doctor,5
237.97000000000003,69,69,13486.15,Debit,ATM,Doctor,2
684.96,21,30,526.67,Debit,ATM,Student,2
878.63,60,139,4954.37,Debit,ATM,Engineer,2
276.56,68,15,8942.58,Debit,Branch,Doctor,0
8.75,79,199,4044.6199999999994,Debit,ATM,Retired,2
637.48,65,207,4148.85,Debit,Online,Retired,1
103.15,51,179,11388.15,Debit,Branch,Doctor,0
505.6000000000001,52,183,5347.57,Debit,Branch,Retired,0
371.86,46,91,1329.45,Debit,ATM,Doctor,2
14.26,50,37,2475.65,Debit,Branch,Engineer,0
13.16,43,98,1019.46,Debit,Branch,Engineer,0
167.92,40,136,14321.73,Debit,ATM,Doctor,2
73.01,56,101,2833.12,Debit,ATM,Retired,2
201.5,61,196,12148.32,Credit,Online,Doctor,4
150.3,41,204,14371.08,Debit,Online,Doctor,1
23.7,46,32,7947.439999999999,Debit,ATM,Doctor,2
49.59,48,147,6037.03,Debit,Branch,Engineer,0
720.13,22,96,387.02,Credit,ATM,Student,5
134.92,19,101,1081.97,Debit,Online,Student,1
116.97,18,299,729.7,Debit,ATM,Student,2
11.06,34,13,2782.21,Debit,ATM,Engineer,2
88.29,50,287,5245.93,Credit,Online,Engineer,4
5.81,25,222,1290.95,Debit,ATM,Student,2
103.48,32,33,6494.25,Debit,ATM,Engineer,2
156.74,70,136,4004.35,Debit,ATM,Retired,2
505.13999999999993,68,179,2525.47,Debit,ATM,Retired,2
31.06,46,61,11014.25,Debit,ATM,Doctor,2
7.609999999999999,50,163,6275.0,Debit,ATM,Doctor,2
276.16,53,71,1733.34,Credit,ATM,Retired,5
145.77,68,237,5294.98,Debit,ATM,Retired,2
369.44,34,18,5018.67,Debit,Online,Engineer,1
558.86,60,95,9844.32,Debit,ATM,Doctor,2
429.15,26,218,712.1299999999999,Debit,Branch,Student,0
36.74,33,133,6217.58,Debit,Branch,Doctor,0
79.14,57,22,2229.56,Credit,Online,Retired,4
132.48,36,101,9313.05,Debit,Branch,Engineer,0
136.48,52,138,4618.53,Debit,Online,Engineer,1
203.76,55,37,6747.16,Debit,Branch,Retired,0
750.95,78,26,5134.37,Debit,Branch,Retired,0
0.8399999999999999,52,30,2207.54,Debit,ATM,Engineer,2
257.18,67,28,13336.15,Debit,Online,Doctor,1
767.66,63,155,1801.69,Debit,ATM,Doctor,2
182.29,54,123,522.39,Debit,Online,Doctor,1
184.51,54,118,9381.64,Credit,Online,Doctor,4
451.31,62,166,2963.29,Debit,ATM,Retired,2
144.1,57,30,11523.64,Debit,Branch,Doctor,0
72.5,40,30,12723.62,Debit,ATM,Doctor,2
74.11,69,71,3920.11,Credit,Online,Retired,4
22.15,44,73,7451.83,Debit,Branch,Doctor,0
777.92,62,97,7061.58,Debit,Branch,Doctor,0
790.07,28,197,985.7700000000001,Debit,Online,Student,1
406.33,59,103,4298.34,Credit,Branch,Engineer,3
767.41,56,26,12799.34,Debit,ATM,Doctor,2
4.58,21,135,811.2399999999999,Credit,Online,Student,4
447.83,53,88,13273.08,Credit,Branch,Doctor,3
49.67,21,146,842.94,Debit,Online,Student,1
77.83,49,146,2471.53,Credit,Branch,Engineer,3
702.87,19,183,1237.5,Debit,ATM,Student,2
133.56,25,177,783.8299999999999,Debit,Online,Student,1
868.05,49,119,3931.03,Credit,Online,Engineer,4
52.87,24,70,960.96,Debit,Branch,Student,0
179.0,78,121,7310.88,Debit,ATM,Retired,2
384.11,58,12,7902.5199999999995,Debit,ATM,Retired,2
227.60999999999999,71,61,4405.28,Debit,Online,Retired,1
40.83,48,24,3944.12,Debit,ATM,Engineer,2
19.76,20,240,1523.04,Debit,ATM,Student,2
484.24000000000007,67,77,8042.299999999999,Debit,Branch,Doctor,0
494.66,33,110,5531.93,Debit,Online,Doctor,1
301.47,21,291,560.73,Debit,Branch,Student,0
199.09,70,89,1658.52,Debit,Online,Doctor,1
38.95,27,50,731.52,Debit,Online,Engineer,1
515.94,29,37,1389.89,Debit,ATM,Engineer,2
41.93,48,136,5081.26,Debit,ATM,Engineer,2
137.84,27,83,1000.3500000000001,Debit,ATM,Student,2
95.35,21,131,1639.9,Debit,Online,Student,1
93.14,67,151,5473.82,Debit,Online,Retired,1
79.33,51,109,14798.1,Credit,Online,Doctor,4
76.89,55,132,7374.26,Debit,ATM,Doctor,2
233.71,19,297,1231.98,Debit,Online,Student,1
14.92,26,120,6611.26,Debit,Branch,Engineer,0
242.16999999999996,60,147,883.7199999999999,Debit,ATM,Doctor,2
122.98,79,228,5055.99,Debit,Online,Retired,1
129.35,52,130,7166.88,Debit,ATM,Engineer,2
138.33,21,69,232.56,Debit,Online,Student,1
39.31,25,178,1236.38,Debit,Online,Student,1
91.85,21,148,802.09,Debit,Online,Student,1
277.7,58,107,1423.2,Debit,Branch,Engineer,0
114.02999999999999,51,172,13388.56,Debit,ATM,Doctor,2
302.63,27,10,2801.28,Credit,Branch,Engineer,3
31.189999999999998,52,74,5545.96,Debit,ATM,Engineer,2
112.91000000000001,27,135,4764.48,Credit,Online,Engineer,4
742.26,27,36,7868.189999999999,Debit,Online,Engineer,1
256.8,26,80,1128.38,Debit,ATM,Student,2
378.68,60,239,7627.04,Debit,ATM,Doctor,2
571.93,52,119,4026.0300000000007,Debit,Online,Retired,1
26.31,77,163,7095.76,Credit,Online,Retired,4
205.58,20,159,1501.95,Debit,Online,Student,1
533.61,48,115,3656.93,Debit,Online,Engineer,1
428.62,55,72,3473.24,Debit,Branch,Retired,0
361.22,64,167,7061.73,Debit,ATM,Retired,2
837.29,25,215,6012.67,Debit,Branch,Student,0
117.25,31,73,13694.68,Credit,Online,Doctor,4
135.27,48,131,9410.51,Debit,ATM,Doctor,2
185.1,53,22,6115.63,Debit,Branch,Retired,0
113.54,38,273,5581.21,Debit,Online,Engineer,1
354.96,69,96,6712.94,Debit,Online,Doctor,1
224.22,53,37,8400.87,Debit,Branch,Doctor,0
737.1,60,91,4644.19,Debit,ATM,Retired,2
223.22,27,96,1734.22,Debit,ATM,Student,2
557.26,69,53,5237.12,Debit,ATM,Doctor,2
27.44,62,164,5950.48,Debit,ATM,Retired,2
310.09,36,166,9962.5,Debit,Branch,Doctor,0
80.38,52,116,9662.88,Debit,Online,Doctor,1
26.1,66,115,5243.0,Credit,Branch,Doctor,3
845.14,73,183,1702.65,Credit,Branch,Retired,3
59.73,27,56,800.93,Debit,ATM,Student,2
758.77,60,114,7231.47,Debit,ATM,Engineer,2
301.51,22,284,1052.31,Debit,ATM,Student,2
418.03,58,161,10721.29,Debit,Online,Doctor,1
118.06,32,30,13560.63,Credit,Branch,Doctor,3
483.92,70,115,3138.0,Debit,ATM,Retired,2
78.93,38,145,9916.24,Debit,ATM,Doctor,2
36.63,75,261,7941.73,Debit,ATM,Retired,2
87.85,49,63,3753.2400000000002,Debit,Branch,Engineer,0
705.34,59,123,5003.22,Debit,Online,Doctor,1
146.55,54,123,4087.4400000000005,Debit,Online,Retired,1
116.89,71,226,4880.31,Debit,Online,Retired,1
106.41,57,87,1310.38,Debit,Branch,Retired,0
584.41,23,41,4475.22,Debit,ATM,Student,2
584.98,55,121,6521.05,Credit,Branch,Retired,3
79.21,56,140,1615.04,Debit,Branch,Retired,0
173.13,20,288,1490.34,Credit,Online,Student,4
335.7,80,57,6601.44,Debit,ATM,Retired,2
422.81,28,193,1929.2799999999997,Debit,Branch,Student,0
135.43,57,91,5315.83,Debit,ATM,Retired,2
584.88,26,121,548.45,Debit,ATM,Student,2
308.94,25,167,1931.6599999999999,Debit,Online,Student,1
295.93,36,117,1050.63,Debit,Branch,Doctor,0
77.44,58,268,1950.63,Debit,Branch,Retired,0
92.5,40,70,6295.45,Credit,Online,Engineer,4
97.74,41,137,4113.63,Credit,Online,Engineer,4
291.68,21,90,1451.02,Debit,ATM,Student,2
56.96,22,135,1597.85,Debit,ATM,Student,2
436.8,27,91,1256.33,Debit,Online,Student,1
259.49,72,292,7320.61,Debit,Online,Retired,1
726.26,57,147,2150.38,Debit,Online,Retired,1
568.68,72,101,2940.04,Debit,ATM,Retired,2
77.57,49,225,12801.93,Debit,Online,Doctor,1
14.160000000000002,74,290,5399.76,Credit,Branch,Retired,3
61.33,27,129,7537.400000000001,Debit,ATM,Engineer,2
27.64,54,22,7498.509999999999,Debit,Online,Engineer,1
3.8500000000000005,29,32,10506.41,Debit,ATM,Doctor,2
431.22,73,129,6505.98,Credit,Branch,Retired,3
178.55,55,67,7568.400000000001,Debit,Branch,Engineer,0
248.76,18,56,546.46,Debit,ATM,Student,2
76.16,23,99,1072.25,Debit,ATM,Student,2
347.25,69,250,7273.55,Debit,ATM,Doctor,2
28.04,57,146,11197.54,Debit,ATM,Doctor,2
325.98,19,277,782.35,Debit,ATM,Student,2
249.56000000000003,76,246,4444.95,Debit,Branch,Retired,0
17.43,56,33,10658.88,Debit,ATM,Doctor,2
198.01,26,40,250.93000000000004,Credit,Branch,Student,3
585.58,23,55,1729.02,Debit,Branch,Student,0
434.67,27,123,1298.13,Credit,Online,Student,4
510.70000000000005,27,294,5828.48,Credit,Online,Student,4
331.98,74,12,7600.99,Debit,ATM,Retired,2
199.54,56,268,9603.73,Debit,Online,Engineer,1
212.97,59,178,4180.4,Debit,Online,Engineer,1
270.56,23,139,1268.44,Debit,Online,Student,1
306.37,26,120,9609.67,Debit,ATM,Engineer,2
643.02,38,85,11989.39,Credit,ATM,Doctor,5
98.48,47,12,9538.92,Debit,Branch,Engineer,0
889.01,36,169,4826.88,Debit,Online,Engineer,1
537.86,27,134,293.06,Debit,Online,Student,1
241.18,25,162,1445.53,Debit,ATM,Student,2
130.54,64,94,11204.62,Debit,ATM,Doctor,2
800.29,20,84,693.4,Credit,Branch,Student,3
8.81,57,165,13523.65,Debit,Online,Doctor,1
28.52,20,163,662.51,Debit,ATM,Student,2
431.31,23,99,342.73,Credit,Online,Student,4
885.33,47,59,7764.159999999999,Credit,ATM,Engineer,5
199.23,29,53,9834.0,Debit,ATM,Engineer,2
42.26,44,171,268.77,Debit,ATM,Doctor,2
166.06,30,172,5397.68,Debit,ATM,Engineer,2
357.72,53,25,7659.500000000001,Debit,ATM,Retired,2
588.37,28,284,1926.0799999999997,Debit,Online,Student,1
72.82,68,127,6911.62,Debit,Online,Doctor,1
162.36,36,147,7527.040000000001,Debit,Online,Engineer,1
584.82,43,109,12071.1,Credit,Online,Doctor,4
38.15,72,129,1425.47,Credit,Online,Retired,4
477.54,23,52,1598.63,Credit,ATM,Student,5
639.57,60,43,11726.47,Debit,Branch,Doctor,0
58.23,28,34,9189.76,Debit,Online,Student,1
776.21,78,99,4895.87,Credit,Online,Retired,4
248.76,21,117,6178.77,Debit,Branch,Student,0
188.61,67,26,7167.57,Debit,Online,Retired,1
675.37,56,30,4704.91,Credit,Online,Retired,4
94.82,67,56,1267.72,Credit,Branch,Retired,3
425.18,59,135,5790.55,Credit,Online,Engineer,4
50.28,60,65,5729.1,Debit,Branch,Engineer,0
864.72,34,58,7379.38,Credit,Branch,Engineer,3
70.68,25,105,1478.41,Debit,Online,Student,1
261.77,28,45,824.7099999999999,Debit,Online,Student,1
183.22,27,63,1024.42,Debit,ATM,Student,2
58.32,29,275,6027.49,Credit,Branch,Engineer,3
156.86,51,102,14453.35,Debit,ATM,Doctor,2
120.66999999999999,42,233,5374.54,Debit,ATM,Doctor,2
308.62,59,101,9148.08,Credit,Branch,Engineer,3
506.81,59,41,2757.23,Debit,ATM,Engineer,2
328.39,41,107,2523.83,Debit,ATM,Engineer,2
796.3,67,64,1498.79,Debit,Branch,Retired,0
72.47,29,72,1305.56,Debit,Online,Doctor,1
279.6,25,131,1910.9000000000003,Debit,ATM,Student,2
304.2,25,102,423.64,Debit,Online,Student,1
351.38,64,21,7606.63,Debit,Branch,Retired,0
86.07,31,22,842.5599999999998,Debit,Branch,Doctor,0
604.5,28,80,709.4199999999998,Debit,ATM,Student,2
258.7,27,123,1358.37,Debit,ATM,Student,2
11.46,75,64,7258.33,Credit,Branch,Retired,3
63.76,69,100,4980.26,Debit,ATM,Retired,2
446.83,55,143,1623.5,Credit,Branch,Retired,3
63.540000000000006,26,136,4401.78,Debit,ATM,Engineer,2
81.11,48,110,2051.37,Debit,Online,Engineer,1
441.26,58,87,13704.92,Credit,Branch,Doctor,3
170.96,64,69,13374.89,Debit,Branch,Doctor,0
48.51,22,69,3363.23,Debit,Branch,Student,0
325.03,60,106,13521.76,Debit,Branch,Doctor,0
125.82999999999998,57,138,6109.86,Debit,ATM,Retired,2
506.83000000000004,37,45,9975.79,Debit,Branch,Engineer,0
738.94,41,173,13856.18,Debit,Branch,Doctor,0
180.36,33,55,9905.23,Credit,Online,Engineer,4
225.1,28,35,1547.71,Debit,ATM,Student,2
359.51,79,157,7153.72,Debit,Online,Retired,1
720.46,54,44,3101.54,Debit,Branch,Retired,0
291.46,57,135,7142.53,Debit,ATM,Retired,2
98.24,28,148,580.66,Debit,Online,Student,1
100.48,18,104,6149.81,Credit,Branch,Student,3
45.9,56,264,5698.25,Debit,Branch,Engineer,0
258.21,39,225,9562.41,Debit,Online,Doctor,1
287.51,22,255,187.65,Debit,Online,Student,1
501.30000000000007,26,146,8520.08,Credit,Online,Engineer,4
26.1,27,32,1435.72,Debit,ATM,Student,2
436.77,20,176,825.69,Debit,ATM,Student,2
292.38,68,224,5803.89,Debit,ATM,Doctor,2
25.29,50,125,5374.69,Debit,Online,Engineer,1
123.34999999999998,31,10,6852.16,Credit,Online,Doctor,4
139.52,23,30,1570.22,Debit,Branch,Student,0
51.2,18,83,730.6,Debit,Online,Student,1
122.85,47,127,13185.39,Credit,Online,Doctor,4
161.38,24,101,3900.3399999999997,Credit,Online,Student,4
2.51,63,32,4891.56,Debit,Online,Retired,1
22.62,64,102,7682.0,Debit,ATM,Doctor,2
126.82999999999998,57,39,6100.98,Debit,Branch,Retired,0
46.6,55,68,1562.9,Debit,Online,Doctor,1
243.79999999999998,57,48,13732.81,Debit,Branch,Doctor,0
231.51,60,96,5790.7,Credit,Branch,Retired,3
175.05,39,34,1447.35,Debit,Online,Engineer,1
762.74,64,244,207.1,Debit,ATM,Doctor,2
34.03,57,37,3077.2,Debit,Branch,Engineer,0
15.949999999999998,25,52,1983.0,Debit,Branch,Student,0
101.51,46,199,3052.47,Credit,Online,Engineer,4
309.42,27,42,8564.46,Debit,Branch,Engineer,0
257.6,59,293,7950.74,Credit,Online,Retired,4
746.78,21,64,1699.81,Credit,Branch,Student,3
